date,nav,amfi_code,scheme_name,scheme_category,scheme_type,fund_house,daily_return_pct
2020-12-15,160.3865,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03424153441990985
2020-12-16,160.3832,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.002057529779642131
2020-12-17,160.4015,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.011410172636550087
2020-12-18,160.4386,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.023129459512549744
2020-12-21,160.3923,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.028858391933117566
2020-12-22,160.403,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.006671143190772888
2020-12-23,160.4658,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03915138744288171
2020-12-24,160.516,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03128392467428576
2020-12-28,160.6676,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.09444541354133307
2020-12-29,160.7133,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.028443818168688573
2020-12-30,160.7819,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.042684706243978354
2020-12-31,160.8071,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.015673406023930525
2021-01-01,160.8997,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05758452207644815
2021-01-04,161.0439,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08962104963528006
2021-01-05,161.2313,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.11636578597513658
2021-01-06,161.2295,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.001116408538537339
2021-01-07,161.2821,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.032624302624517654
2021-01-08,161.3775,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05915101551876578
2021-01-11,161.1259,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.155907731870919
2021-01-12,160.9495,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.10947960569964721
2021-01-13,160.9046,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.027896949043026975
2021-01-14,160.6885,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.13430318337697145
2021-01-15,160.6112,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.048105496037365025
2021-01-18,160.3776,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.14544440238289935
2021-01-19,160.3918,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.008854104313815725
2021-01-20,160.4846,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05785831944027375
2021-01-21,160.5205,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.022369747626882486
2021-01-22,160.4748,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.028469883908910365
2021-01-25,160.5232,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.030160498720066542
2021-01-27,160.5509,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.017256072642468645
2021-01-28,160.5833,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.02018051596097692
2021-01-29,160.5977,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.008967308555751785
2021-02-01,160.0612,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.3340645600777514
2021-02-02,159.6745,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.24159508987813272
2021-02-03,159.7469,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.045342243125867654
2021-02-04,159.7473,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0002503960953248452
2021-02-05,159.5631,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.1153071131718697
2021-02-08,159.6672,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.06524064774375837
2021-02-09,159.5233,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.0901249599166265
2021-02-10,159.5324,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.005704495832259404
2021-02-11,159.676,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.09001306317713009
2021-02-12,159.745,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0432125053232868
2021-02-15,159.817,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04507183323421149
2021-02-16,159.8868,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04367495322774584
2021-02-17,159.8489,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.023704270771574
2021-02-18,159.7964,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.03284351659597062
2021-02-22,159.5796,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.13567264343877783
2021-02-23,159.4945,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.05332761831713384
2021-02-24,159.5155,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.013166598221259207
2021-02-25,159.5286,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.008212368077087362
2021-02-26,151.4836,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-5.042982888334768
2021-03-01,151.5474,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04211677039627215
2021-03-02,151.6292,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05397651163925321
2021-03-03,151.6682,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.025720639560211644
2021-03-04,151.6971,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0190547524134832
2021-03-05,151.6682,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.01905112226930905
2021-03-08,151.7216,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03520843525537387
2021-03-09,151.7148,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.004481893151664362
2021-03-10,151.712,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.0018455681317863792
2021-03-12,151.6323,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.05253374815440415
2021-03-15,151.3381,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.19402198608079457
2021-03-16,151.3172,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.013810137698300196
2021-03-17,151.3473,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.01989198848511009
2021-03-18,151.3901,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.028279328405589332
2021-03-19,151.6387,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.16421153034447133
2021-03-22,151.8479,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.13795950506039212
2021-03-23,152.2243,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.24787962164771749
2021-03-24,152.3847,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.10537082450043922
2021-03-25,152.4514,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04377079851192178
2021-03-26,152.5344,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05444358005239902
2021-03-30,152.6579,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08096534289969703
2021-03-31,152.7457,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.057514219702992087
2021-04-05,153.0069,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.17100317717617664
2021-04-06,153.2101,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.1328044682952223
2021-04-07,153.1454,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.0422295919133342
2021-04-08,153.1697,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.015867273845637797
2021-04-09,153.2609,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.059541802327744975
2021-04-12,153.3259,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04241133909561601
2021-04-15,153.2182,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.07024253567075034
2021-04-16,153.1445,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.048101335219974395
2021-04-19,153.2788,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0876949547649497
2021-04-20,153.322,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.02818393672185948
2021-04-22,153.3766,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03561132779379417
2021-04-23,153.459,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05372397093168502
2021-04-26,153.6353,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.1148841058523864
2021-04-27,153.7634,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0833792754659779
2021-04-28,153.8557,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.06002728867859908
2021-04-29,153.8646,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.005784641063000251
2021-04-30,153.951,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05615326722325786
2021-05-03,154.0501,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.06437113107415904
2021-05-04,154.0742,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.01564426118516593
2021-05-05,154.1232,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.031802858622675956
2021-05-06,154.1495,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.017064270661393266
2021-05-07,154.1903,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.026467812091524046
2021-05-10,154.2372,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03041695878405193
2021-05-11,154.341,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.06729893955543798
2021-05-12,154.3311,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.006414368184748387
2021-05-14,154.3309,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.00012959150811342468
2021-05-17,154.4002,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.044903515757366286
2021-05-18,154.4638,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.041191656487482575
2021-05-19,154.599,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08752859893386145
2021-05-20,154.6073,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0053687281289072075
2021-05-21,154.6417,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.022249919635086712
2021-05-24,154.7069,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04216197830211321
2021-05-25,154.783,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04918979050061445
2021-05-27,154.8336,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03269092859035094
2021-05-28,154.8325,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.0007104401111734937
2021-05-31,154.8591,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.017179855650462095
2021-06-01,154.8506,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.005488860519031746
2021-06-02,154.8632,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.008136875155817513
2021-06-03,154.9384,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04855898625366617
2021-06-04,154.9869,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03130276290448375
2021-06-07,155.1117,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08052293451898951
2021-06-08,155.1383,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.01714893202766632
2021-06-09,155.2699,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08482753775180818
2021-06-10,155.3161,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.02975464014596252
2021-06-11,155.3755,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03824458636290107
2021-06-14,155.429,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03443271300818118
2021-06-15,155.2961,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.08550527893765869
2021-06-16,155.0843,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.13638462266597484
2021-06-17,155.0726,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.007544283979754596
2021-06-18,155.1221,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.031920532705331794
2021-06-21,155.1952,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.047124168638768005
2021-06-22,155.1506,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.028738002206252222
2021-06-23,155.1573,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.004318384846713208
